LOGICALREF,ITEMREF,MAINCODE,BARCODE,UNITLINEREF,SPECODE,SPECODE2,SPECODE3,SPECODE4,SPECODE5,SASIA,INFO,INFO2,PARENT,name,DATE_FILLIMI,DATA_FUNDIT,CMIMI_SH,NJESIA,VAT
259,100,N352-1L003RED039,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,0,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=481~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_1.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~39~33,https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_3.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_4.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_5.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_6.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_7.jpg,,Papuçe Anatomike per Femra-PRIAM-e kuqe,00:00.0,00:00.0,16.5,PALË,18
260,101,N352-1L003RED040,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,0,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=481~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_1.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~40~33,https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_3.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_4.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_5.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_6.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_7.jpg,,Papuçe Anatomike per Femra-PRIAM-e kuqe,00:00.0,00:00.0,16.5,PALË,18
261,102,N352-1L003RED041,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,0,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=481~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_1.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~41~33,https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_3.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_4.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_5.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_6.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_7.jpg,,Papuçe Anatomike per Femra-PRIAM-e kuqe,00:00.0,00:00.0,16.5,PALË,18
262,103,N352-1L003RED042,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,8,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=481~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_1.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~42~33,https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_3.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_4.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_5.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_6.jpg~https://nallan.eu/products/PRIAM/05.%20N352-1L003RED0/N352_1L003RED0_7.jpg,P,Papuçe Anatomike per Femra-PRIAM-e kuqe,00:00.0,00:00.0,16.5,PALË,18
1526,4,N352-1L003WHIT36,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,0,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=482~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_1.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~36~33,https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_3.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_4.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_5.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_6.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_7.jpg,,Papuçe Anatomike per Femra-PRIAM-e bardhe,00:00.0,00:00.0,19.8,PALË,18
219,5,N352-1L003WHIT37,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,2,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=482~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_1.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~37~33,https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_3.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_4.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_5.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_6.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_7.jpg,,Papuçe Anatomike per Femra-PRIAM-e bardhe,00:00.0,00:00.0,16.5,PALË,18
220,6,N352-1L003WHIT38,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,1,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=482~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_1.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~38~33,https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_3.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_4.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_5.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_6.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_7.jpg,,Papuçe Anatomike per Femra-PRIAM-e bardhe,00:00.0,00:00.0,16.5,PALË,18
751,744,N352-1L003WHIT39,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,0,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=482~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_1.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~39~33,https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_3.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_4.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_5.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_6.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_7.jpg,,Papuçe Anatomike per Femra-PRIAM-e bardhe,00:00.0,00:00.0,16.5,PALË,18
221,7,N352-1L003WHIT40,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,11,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=482~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_1.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~40~33,https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_3.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_4.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_5.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_6.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_7.jpg,,Papuçe Anatomike per Femra-PRIAM-e bardhe,00:00.0,00:00.0,16.5,PALË,18
222,8,N352-1L003WHIT41,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,0,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=482~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_1.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~41~33,https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_3.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_4.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_5.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_6.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_7.jpg,,Papuçe Anatomike per Femra-PRIAM-e bardhe,00:00.0,00:00.0,16.5,PALË,18
223,769,N352-1L003WHIT42,3.9064E+12,23,HITSHOES,4SEASONS,WOMEN,PRIAM,NALLAN,0,https://www.nallan.eu/index.php?route=product/product&path=275&product_id=482~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_1.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_2.jpg~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~42~33,https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_3.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_4.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_5.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_6.jpg~https://nallan.eu/products/PRIAM/06.%20N352-1L003WHIT/N352_1L003WHIT_7.jpg,P,Papuçe Anatomike per Femra-PRIAM-e bardhe,00:00.0,00:00.0,16.5,PALË,18
1582,2912,N352-1L010APRI37,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~37~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA- kajsi,00:00.0,00:00.0,24.5,PALË,18
1583,2913,N352-1L010APRI38,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~38~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA- kajsi,00:00.0,00:00.0,24.5,PALË,18
1584,2914,N352-1L010APRI39,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~39~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA- kajsi,00:00.0,00:00.0,24.5,PALË,18
1585,2915,N352-1L010APRI40,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~40~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA- kajsi,00:00.0,00:00.0,24.5,PALË,18
1586,2916,N352-1L010APRI41,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~41~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA- kajsi,00:00.0,00:00.0,24.5,PALË,18
1587,2917,N352-1L010APRI42,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~42~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,P,Papuçe Anatomike per Femra-LURA- kajsi,00:00.0,00:00.0,24.5,PALË,18
819,376,N352-1L010BISQ36,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~36~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-biskote,00:00.0,00:00.0,17.5,PALË,18
820,377,N352-1L010BISQ37,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~37~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-biskote,00:00.0,00:00.0,17.5,PALË,18
821,378,N352-1L010BISQ38,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~38~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-biskote,00:00.0,00:00.0,17.5,PALË,18
822,379,N352-1L010BISQ39,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~39~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-biskote,00:00.0,00:00.0,17.5,PALË,18
823,381,N352-1L010BISQ40,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~40~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-biskote,00:00.0,00:00.0,17.5,PALË,18
824,382,N352-1L010BISQ41,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~41~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-biskote,00:00.0,00:00.0,17.5,PALË,18
825,384,N352-1L010BISQ42,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~42~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,P,Papuçe Anatomike per Femra-LURA-biskote,00:00.0,00:00.0,17.5,PALË,18
1566,429,N352-1L010BLUE37,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,15,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~37~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-blu,00:00.0,00:00.0,17.5,PALË,18
864,430,N352-1L010BLUE38,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,4,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~38~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-blu,00:00.0,00:00.0,17.5,PALË,18
865,432,N352-1L010BLUE39,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,9,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~39~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-blu,00:00.0,00:00.0,17.5,PALË,18
866,433,N352-1L010BLUE40,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,20,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~40~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-blu,00:00.0,00:00.0,17.5,PALË,18
867,435,N352-1L010BLUE41,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,16,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~41~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-blu,00:00.0,00:00.0,17.5,PALË,18
868,437,N352-1L010BLUE42,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,14,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~42~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,P,Papuçe Anatomike per Femra-LURA-blu,00:00.0,00:00.0,17.5,PALË,18
2725,2918,N352-1L010DRED36,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~36~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-kuqe e erret,00:00.0,00:00.0,24.5,PALË,18
1589,2919,N352-1L010DRED37,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~37~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-kuqe e erret,00:00.0,00:00.0,24.5,PALË,18
1590,2920,N352-1L010DRED38,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~38~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-kuqe e erret,00:00.0,00:00.0,24.5,PALË,18
1591,2921,N352-1L010DRED39,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~39~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-kuqe e erret,00:00.0,00:00.0,24.5,PALË,18
1592,2922,N352-1L010DRED40,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~40~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-kuqe e erret,00:00.0,00:00.0,24.5,PALË,18
1593,2923,N352-1L010DRED41,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~41~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-kuqe e erret,00:00.0,00:00.0,24.5,PALË,18
1594,2924,N352-1L010DRED42,3.90956E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~42~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,P,Papuçe Anatomike per Femra-LURA-kuqe e erret,00:00.0,00:00.0,24.5,PALË,18
855,271,N352-1L010GREE36,3.9064E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~36~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-e gjelbert,00:00.0,00:00.0,17.5,PALË,18
856,272,N352-1L010GREE37,3.9064E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~37~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-e gjelbert,00:00.0,00:00.0,17.5,PALË,18
857,273,N352-1L010GREE38,3.9064E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~38~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-e gjelbert,00:00.0,00:00.0,17.5,PALË,18
858,274,N352-1L010GREE39,3.9064E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~39~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-e gjelbert,00:00.0,00:00.0,17.5,PALË,18
859,275,N352-1L010GREE40,3.9064E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~40~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-e gjelbert,00:00.0,00:00.0,17.5,PALË,18
860,276,N352-1L010GREE41,3.9064E+12,23,HITSHOES,SPR-SUM,WOMEN,LURA,NALLAN,0,https://www.nallan.eu/index.php?~https://nallan.eu/products/~https://nallan.eu/products/~Papuçe që ju bëjnë të ndiheni mirë.~Në Trend Femra~Papuçe Femra~41~35,https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/~https://nallan.eu/products/,,Papuçe Anatomike per Femra-LURA-e gjelbert,00:00.0,00:00.0,17.5,PALË,18
